parameter,chr,position,value,length,exons,fbgn,id,fbpp,state,recomb,type,breadth,normexp
dn,Chr2,10432470,0.1029,212,2,FBgn0133074,scaffold1.1403,FBpp0159526,1,0,0,1,2.20357
dn,Chr2,7762860,0.1027,233,1,FBgn0133210,scaffold1.414,FBpp0159663,1,0,0,2,16.9623
dn,Chr2,24823317,0.1026,240,1,FBgn0147083,scaffold1.787,FBpp0173577,1,0,0,2,5.4894
dn,Chr2,15349082,0.1019,289,3,FBgn0145458,scaffold2.57,FBpp0171948,1,0,0,2,3.25995
dn,Chr2,7880145,0.1017,568,10,FBgn0133203,scaffold1.405,FBpp0159656,1,0,0,2,1.89851
dn,Chr2,19578546,0.1016,481,3,FBgn0145673,scaffold2.246,FBpp0172163,1,0,0,2,6.36775
dn,Chr2,26036124,0.1012,959,5,FBgn0147010,scaffold1.64,FBpp0173504,1,0,0,3,66.2367
dn,Chr2,25562746,0.101,182,6,FBgn0145989,scaffold1.11,FBpp0172479,1,0,0,2,14.4825
dn,Chr2,4751845,0.101,490,4,FBgn0144836,scaffold1.712,FBpp0171324,1,0,0,5,36.294
dn,Chr2,30866951,0.1006,265,3,FBgn0146332,scaffold8.5,FBpp0172823,0,0,0,4,22.6756
dn,Chr2,28104613,0.1006,302,1,FBgn0146888,scaffold1.1009,FBpp0173382,1,0,0,3,9.4849
dn,Chr2,8303682,0.1004,315,3,FBgn0133179,scaffold1.371,FBpp0159632,1,0,0,3,9.25957
dn,Chr2,33917935,0.1002,186,1,FBgn0146564,scaffold5.224,FBpp0173056,0,1,0,5,13.9368
dn,Chr2,7151017,0.1001,1589,5,FBgn0133276,scaffold1.509,FBpp0159729,1,0,0,5,20.622
dn,Chr2,5924551,0.1,214,3,FBgn0144905,scaffold1:hit:28274,FBpp0171393,1,0,0,5,101.339
dn,Chr2,10487131,0.0998,897,2,FBgn0145179,scaffold1.1419,FBpp0171668,1,0,0,2,83.5865
dn,Chr2,4054953,0.0997,591,2,FBgn0144782,scaffold_1_2.202,FBpp0171270,0,0,0,0,0
dn,Chr2,16780986,0.0995,217,1,FBgn0147542,scaffold8.139,FBpp0174038,1,0,0,0,0
dn,Chr2,33318162,0.0994,430,2,FBgn0146439,scaffold5.159,FBpp0172931,0,1,0,2,17.4206
dn,Chr2,3512390,0.0993,121,3,FBgn0133520,scaffold_1_2:hit:66483,FBpp0159974,0,0,0,4,46.3107
dn,Chr2,29748587,0.099,576,2,FBgn0146273,scaffold1.1269,FBpp0172764,1,0,0,5,32.076
dn,Chr2,3558239,0.0989,408,4,FBgn0133513,scaffold_1_2.142,FBpp0159967,0,0,0,4,39.2482
dn,Chr2,27513461,0.0987,546,6,FBgn0146920,scaffold1.961,FBpp0173414,1,0,0,0,0
dn,Chr2,18595294,0.0983,220,2,FBgn0145610,scaffold1.1197,FBpp0172100,1,0,0,1,114.446
dn,Chr2,11674242,0.0983,552,2,FBgn0145264,scaffold52.2,FBpp0171753,1,0,0,2,3.30449
dn,Chr2,24358731,0.0977,511,5,FBgn0147099,scaffold305.9,FBpp0173593,1,0,0,3,3.14867
dn,Chr2,12212900,0.0977,279,2,FBgn0145288,scaffold2.530,FBpp0171777,1,0,0,5,18.8549
dn,Chr2,20261040,0.0965,1169,17,FBgn0147343,scaffold1.1033,FBpp0173838,1,0,0,5,212.604
dn,Chr2,29708129,0.0964,1410,5,FBgn0146794,scaffold1.1266,FBpp0173288,1,0,0,5,15.6486
dn,Chr2,7200110,0.0962,352,1,FBgn0133274,scaffold1.505,FBpp0159727,1,0,0,2,3.99037
dn,Chr2,2338197,0.0962,702,3,FBgn0133569,scaffold_1_2.58,FBpp0160023,0,0,0,4,11.4835
dn,Chr2,28693925,0.0961,564,3,FBgn0146846,scaffold2.107,FBpp0173340,1,0,0,5,5.57846
dn,Chr2,20506112,0.0955,211,1,FBgn0147331,scaffold1.1054,FBpp0173826,1,0,0,2,41.0151
dn,Chr2,15626029,0.0953,547,10,FBgn0147582,scaffold344.2,FBpp0174079,1,0,0,4,4.51575
dn,Chr2,12324407,0.0953,417,4,FBgn0145295,scaffold2.522,FBpp0171784,1,0,0,3,5.85683
dn,Chr2,28722724,0.0942,578,4,FBgn0146206,scaffold2.109,FBpp0172697,1,0,0,5,38.5956
dn,Chr2,15500118,0.0941,786,5,FBgn0145467,scaffold2.39,FBpp0171957,1,0,0,5,1094.94
dn,Chr2,11618706,0.094,84,1,FBgn0132996,scaffold52:hit:232033,FBpp0159448,1,0,0,1,14.8019
dn,Chr2,15390136,0.0939,410,2,FBgn0147606,scaffold2.48,FBpp0174103,1,0,0,5,43.827
dn,Chr2,13757024,0.0938,728,6,FBgn0132868,scaffold2.390,FBpp0159319,1,0,0,5,7.9656
dn,Chr2,12472498,0.0938,420,3,FBgn0132950,scaffold2.514,FBpp0159401,1,0,0,4,14.6198
dn,Chr2,13414722,0.0937,486,3,FBgn0145354,scaffold2.426,FBpp0171843,1,0,0,3,2.93992
dn,Chr2,8007536,0.0936,303,1,FBgn0145048,scaffold1:hit:26701,FBpp0171537,1,0,0,1,6.03251
dn,Chr2,17763835,0.0932,287,2,FBgn0147475,scaffold8.52,FBpp0173970,1,0,0,5,115.205
dn,Chr2,9805110,0.0931,361,3,FBgn0145139,scaffold1.1346,FBpp0171628,1,0,0,5,47.4684
dn,Chr2,2266424,0.0931,215,1,FBgn0144686,scaffold_1_2:hit:65550,FBpp0171174,0,0,0,2,39.9684
dn,Chr2,14539664,0.0929,190,1,FBgn0145413,scaffold2:hit:46772,FBpp0171902,1,0,0,3,50.8167
dn,Chr2,17354649,0.0928,377,1,FBgn0147503,scaffold8.89,FBpp0173998,1,0,0,1,5.01418
dn,Chr2,13413273,0.0928,522,2,FBgn0132888,scaffold2.427,FBpp0159339,1,0,0,2,1.50728
dn,Chr2,29207089,0.0927,640,7,FBgn0146237,scaffold1.1220,FBpp0172728,1,0,0,4,6.99688
dn,Chr2,13275385,0.0922,404,2,FBgn0132906,scaffold2.448,FBpp0159357,1,0,0,1,62.1196
dn,Chr2,6034022,0.0922,297,1,FBgn0133335,scaffold1.599,FBpp0159788,1,0,0,2,11.8791
dn,Chr2,24737872,0.0921,237,4,FBgn0147085,scaffold1.792,FBpp0173579,1,0,0,5,40.875
dn,Chr2,22858286,0.092,684,9,FBgn0147178,scaffold1.223,FBpp0173673,1,0,0,1,2.07308
dn,Chr2,7743537,0.0917,170,2,FBgn0133214,scaffold1.423,FBpp0159667,1,0,0,1,2.07269
dn,Chr2,27929644,0.0915,913,5,FBgn0146901,scaffold1.990,FBpp0173395,1,0,0,5,17.2024
dn,Chr2,15522182,0.0915,304,4,FBgn0147599,scaffold2:hit:44508,FBpp0174096,1,0,0,5,16.689
dn,Chr2,22615955,0.0913,550,7,FBgn0147194,scaffold1.931,FBpp0173689,1,0,0,0,0
dn,Chr2,21201116,0.0913,255,2,FBgn0147255,scaffold1.1142,FBpp0173750,1,0,0,4,10.02
dn,Chr2,28568658,0.0912,225,3,FBgn0146196,scaffold2.99,FBpp0172687,1,0,0,2,34.5083
dn,Chr2,27133169,0.0911,906,3,FBgn0146111,scaffold1.190,FBpp0172602,1,0,0,2,23.8535
dn,Chr2,4048427,0.0911,544,2,FBgn0144781,scaffold_1_2.201,FBpp0171269,0,0,0,0,0
dn,Chr2,33503444,0.091,177,2,FBgn0146589,scaffold5:hit:71898,FBpp0173081,0,1,0,5,75.307
dn,Chr2,13031471,0.0908,231,3,FBgn0132928,scaffold2.484,FBpp0159379,1,0,0,1,2.35431
dn,Chr2,11328665,0.0905,412,3,FBgn0145237,scaffold52.42,FBpp0171726,1,0,0,4,7.6333
dn,Chr2,3135785,0.0905,407,1,FBgn0133537,scaffold_1_2.112,FBpp0159991,0,0,0,1,1.45877
dn,Chr2,29636665,0.0904,298,1,FBgn0146798,scaffold1.1259,FBpp0173292,1,0,0,2,22.412
dn,Chr2,24170999,0.0903,216,1,FBgn0145922,scaffold305.4,FBpp0172412,1,0,0,4,7.44445
dn,Chr2,15229279,0.0897,452,1,FBgn0132816,scaffold2.286,FBpp0159267,1,0,0,2,16.8667
dn,Chr2,16009201,0.0896,326,1,FBgn0147560,scaffold8:hit:90167,FBpp0174057,1,0,0,5,3.13072
dn,Chr2,6037101,0.0896,156,1,FBgn0144925,scaffold1.598,FBpp0171413,1,0,0,5,420.366
dn,Chr2,2316520,0.0896,755,2,FBgn0144689,scaffold_1_2.56,FBpp0171177,0,0,0,1,6.42282
dn,Chr2,5077026,0.0895,223,1,FBgn0144845,scaffold1.691,FBpp0171333,1,0,0,3,16.9583
dn,Chr2,26812002,0.0891,467,3,FBgn0146077,scaffold1.147,FBpp0172567,1,0,0,4,20.1851
dn,Chr2,12910170,0.0889,417,3,FBgn0145311,scaffold2.502,FBpp0171800,1,0,0,0,0
dn,Chr2,27205578,0.0886,206,1,FBgn0146937,scaffold1.194,FBpp0173431,1,0,0,5,32.1618
dn,Chr2,17350990,0.0884,113,3,FBgn0147505,scaffold8.90,FBpp0174000,1,0,0,3,378.203
dn,Chr2,7424638,0.0884,90,1,FBgn0133256,scaffold1:hit:27162,FBpp0159709,1,0,0,5,30.243
dn,Chr2,12469518,0.088,413,2,FBgn0145301,scaffold2.515,FBpp0171790,1,0,0,3,7.13223
dn,Chr2,23062240,0.0879,284,1,FBgn0145871,scaffold1.252,FBpp0172361,1,0,0,3,133.036
dn,Chr2,22153182,0.0879,2000,6,FBgn0147225,scaffold1.1164,FBpp0173720,1,0,0,5,15.2791
dn,Chr2,14857640,0.0876,99,3,FBgn0132832,scaffold2.324,FBpp0159283,1,0,0,5,23.2374
dn,Chr2,31650839,0.0873,191,4,FBgn0146355,scaffold5.35,FBpp0172846,0,1,0,5,136.627
dn,Chr2,28248406,0.0872,108,2,FBgn0146177,scaffold2:hit:46380,FBpp0172668,1,0,0,3,39.7257
dn,Chr2,24110158,0.0871,206,4,FBgn0145918,scaffold1.335,FBpp0172408,1,0,0,5,89.121
dn,Chr2,3206238,0.0871,730,3,FBgn0133530,scaffold_1_2.122,FBpp0159984,0,0,0,2,6.4262
dn,Chr2,6116474,0.0869,53,1,FBgn0133329,scaffold1:hit:28070,FBpp0159782,1,0,0,0,0
dn,Chr2,22872590,0.0867,1733,7,FBgn0145852,scaffold1.225,FBpp0172342,1,0,0,4,7.29408
dn,Chr2,14488668,0.0867,224,4,FBgn0145412,scaffold2.339,FBpp0171901,1,0,0,2,13.8756
dn,Chr2,28471754,0.0864,414,3,FBgn0146190,scaffold2.92,FBpp0172681,1,0,0,1,8.56429
dn,Chr2,28626612,0.0861,544,4,FBgn0146199,scaffold2.105,FBpp0172690,1,0,0,5,51.3724
dn,Chr2,6883022,0.0861,74,2,FBgn0133300,scaffold1:hit:27782,FBpp0159753,1,0,0,5,172.558
dn,Chr2,19534525,0.0858,379,6,FBgn0147380,scaffold2.228,FBpp0173875,1,0,0,3,3.36947
dn,Chr2,7183767,0.0858,764,2,FBgn0133275,scaffold1.506,FBpp0159728,1,0,0,5,4.63928
dn,Chr2,20084341,0.0855,792,1,FBgn0145683,scaffold2.268,FBpp0172173,1,0,0,2,6.18015
dn,Chr2,14800307,0.0855,1397,5,FBgn0145417,scaffold2.329,FBpp0171906,1,0,0,5,17.242
dn,Chr2,28816231,0.0853,108,1,FBgn0146212,scaffold2.119,FBpp0172703,1,0,0,3,38.567
dn,Chr2,12955995,0.0853,273,2,FBgn0145315,scaffold2.493,FBpp0171804,1,0,0,2,12.852
dn,Chr2,4363645,0.0853,420,2,FBgn0144815,scaffold1.753,FBpp0171303,1,0,0,5,35.3276
dn,Chr2,28800429,0.0852,656,5,FBgn0146841,scaffold2.115,FBpp0173335,1,0,0,2,3.40123
dn,Chr2,3916632,0.0852,549,1,FBgn0133486,scaffold_1_2.182,FBpp0159939,0,0,0,2,10.6601
dn,Chr2,2444586,0.0851,403,6,FBgn0144698,scaffold_1_2.71,FBpp0171186,0,0,0,5,24.983
dn,Chr2,28560702,0.085,432,5,FBgn0146193,scaffold2.96,FBpp0172684,1,0,0,3,6.03177
dn,Chr2,6383469,0.085,50,1,FBgn0133312,scaffold1:hit:27916,FBpp0159765,1,0,0,0,0
dn,Chr2,24487740,0.0849,423,8,FBgn0147097,scaffold1.811,FBpp0173591,1,0,0,2,11.4595
dn,Chr2,5971674,0.0849,358,3,FBgn0144908,scaffold1.612,FBpp0171396,1,0,0,5,4.36806
dn,Chr2,28994558,0.0848,466,6,FBgn0146223,scaffold2.135,FBpp0172714,1,0,0,4,5.6664
dn,Chr2,11452405,0.0848,191,1,FBgn0145250,scaffold52:hit:232144,FBpp0171739,1,0,0,5,16.7626
dn,Chr2,31383368,0.0845,760,3,FBgn0146696,scaffold5.28,FBpp0173189,0,1,0,5,16.9525
dn,Chr2,10660425,0.0845,281,2,FBgn0145188,scaffold1.1438,FBpp0171677,1,0,0,2,31.7184
dn,Chr2,14470673,0.0843,425,4,FBgn0145409,scaffold2.344,FBpp0171898,1,0,0,2,5.6028
dn,Chr2,30868149,0.0842,171,1,FBgn0146723,scaffold8.3,FBpp0173217,0,0,0,2,12.7138
dn,Chr2,16651887,0.0842,186,2,FBgn0147548,scaffold8.150,FBpp0174044,1,0,0,5,93.243
dn,Chr2,10917424,0.084,545,2,FBgn0145201,scaffold1.1453,FBpp0171690,1,0,0,5,67.9994
dn,Chr2,20091338,0.0839,241,2,FBgn0147353,scaffold1.1016,FBpp0173848,1,0,0,5,51.8296
dn,Chr2,26430228,0.0838,301,3,FBgn0146056,scaffold1.119,FBpp0172546,1,0,0,2,3.13403
dn,Chr2,7912569,0.0837,773,2,FBgn0133202,scaffold1.402,FBpp0159655,1,0,0,1,5.73388
dn,Chr2,33466936,0.0836,431,1,FBgn0146455,scaffold5.179,FBpp0172947,0,1,0,2,4.60701
dn,Chr2,2442297,0.0836,359,4,FBgn0144697,scaffold_1_2.70,FBpp0171185,0,0,0,5,24.983
dn,Chr2,13436378,0.0835,519,2,FBgn0145358,scaffold2.420,FBpp0171847,1,0,0,3,12.0129
dn,Chr2,15630364,0.0833,539,6,FBgn0145484,scaffold2.13,FBpp0171974,1,0,0,1,3.56729
dn,Chr2,1531343,0.0833,300,3,FBgn0144661,scaffold_1_2.15,FBpp0171149,0,0,0,2,76.915
dn,Chr2,4692387,0.0832,109,2,FBgn0133422,scaffold1.719,FBpp0159875,1,0,0,5,602.264
dn,Chr2,13794993,0.083,375,3,FBgn0145382,scaffold2.385,FBpp0171871,1,0,0,2,2.01211
dn,Chr2,32687992,0.0827,379,3,FBgn0146641,scaffold5.106,FBpp0173133,0,1,0,0,0
dn,Chr2,10438879,0.0827,491,3,FBgn0133069,scaffold1.1407,FBpp0159521,1,0,0,5,16.8215
dn,Chr2,9154498,0.0826,675,1,FBgn0133145,scaffold1.832,FBpp0159598,1,0,0,4,24.9557
dn,Chr2,25786810,0.0825,228,1,FBgn0145999,scaffold1.26,FBpp0172489,1,0,0,2,10.1478
dn,Chr2,13419011,0.0824,547,4,FBgn0132887,scaffold2.424,FBpp0159338,1,0,0,3,35.6013
dn,Chr2,9783165,0.0824,98,2,FBgn0133122,scaffold1:hit:32754,FBpp0159575,1,0,0,4,32.5802
dn,Chr2,9147465,0.0823,488,5,FBgn0145093,scaffold1.827,FBpp0171582,1,0,0,5,12.6211
dn,Chr2,4765790,0.0821,606,8,FBgn0133417,scaffold1.711,FBpp0159870,1,0,0,2,2.14095
dn,Chr2,13583794,0.082,235,3,FBgn0145366,scaffold2.408,FBpp0171855,1,0,0,5,47.4968
dn,Chr2,25077438,0.0818,805,3,FBgn0147061,scaffold_1_2.248,FBpp0173555,1,0,0,0,0
dn,Chr2,4766735,0.0817,607,8,FBgn0133416,scaffold1.710,FBpp0159869,1,0,0,5,3.92318
dn,Chr2,4266796,0.0817,406,7,FBgn0133455,scaffold_1_2.223,FBpp0159908,1,0,0,0,0
dn,Chr2,33433670,0.0816,282,2,FBgn0146450,scaffold5.174,FBpp0172942,0,1,0,5,14.5439
dn,Chr2,5812636,0.0816,282,1,FBgn0144894,scaffold1.627,FBpp0171382,1,0,0,2,26.1393
dn,Chr2,23042534,0.0815,272,1,FBgn0147163,scaffold1.248,FBpp0173658,1,0,0,4,48.5138
dn,Chr2,5684944,0.0814,106,2,FBgn0144872,scaffold1.651,FBpp0171360,1,0,0,1,168.375
dn,Chr2,18606508,0.0813,286,2,FBgn0145612,scaffold1.1200,FBpp0172102,1,0,0,1,25.4276
dn,Chr2,31883843,0.0812,2677,6,FBgn0146365,scaffold5.48,FBpp0172856,0,1,0,5,93.627
dn,Chr2,24016815,0.0811,809,5,FBgn0147108,scaffold1.321,FBpp0173602,1,0,0,1,42.3261
dn,Chr2,32075218,0.081,182,2,FBgn0146667,scaffold5.68,FBpp0173159,0,1,0,5,91.5236
dn,Chr2,33747378,0.0805,305,3,FBgn0146572,scaffold5.208,FBpp0173064,0,1,0,3,9.6185
dn,Chr2,12243444,0.0802,1437,5,FBgn0132952,scaffold2.527,FBpp0159403,1,0,0,4,13.9847
dn,Chr2,11761279,0.0802,441,5,FBgn0145266,scaffold2.576,FBpp0171755,1,0,0,4,4.17002
dn,Chr2,27579966,0.0801,515,5,FBgn0146133,scaffold1.964,FBpp0172624,1,0,0,3,732.567
dn,Chr2,8289107,0.08,119,1,FBgn0133181,scaffold1.375,FBpp0159634,1,0,0,5,209.94
dn,Chr2,1317845,0.0798,595,2,FBgn0144658,scaffold_1_2.9,FBpp0171146,0,0,0,2,27.2773
dn,Chr2,25919881,0.0796,274,5,FBgn0147030,scaffold1.32,FBpp0173524,1,0,0,3,7.42383
dn,Chr2,12713620,0.0794,451,4,FBgn0132947,scaffold2.508,FBpp0159398,1,0,0,5,6.1504
dn,Chr2,8785195,0.0793,342,2,FBgn0133165,scaffold1.347,FBpp0159618,1,0,0,2,2.73873
dn,Chr2,29717292,0.0792,1244,6,FBgn0146793,scaffold1.1267,FBpp0173287,1,0,0,3,2.10186
dn,Chr2,20571750,0.0792,446,5,FBgn0145731,scaffold1.1076,FBpp0172221,1,0,0,5,29.22
dn,Chr2,828208,0.079,403,1,FBgn0133620,scaffold_1_2.3,FBpp0160074,0,0,0,5,17.9613
dn,Chr2,7911260,0.0789,141,2,FBgn0145046,scaffold1.403,FBpp0171535,1,0,0,2,11.1563
dn,Chr2,10026345,0.0787,57,1,FBgn0133106,scaffold1:hit:34043,FBpp0159559,1,0,0,0,0
dn,Chr2,22965352,0.0786,162,3,FBgn0145864,scaffold1.240,FBpp0172354,1,0,0,1,3.30557
dn,Chr2,9157248,0.0785,708,1,FBgn0145097,scaffold1.833,FBpp0171586,1,0,0,4,4.98343
dn,Chr2,13375039,0.0783,60,1,FBgn0132892,scaffold2.433,FBpp0159343,1,0,0,5,1281.1
dn,Chr2,24017718,0.0782,125,4,FBgn0147107,scaffold1.324,FBpp0173601,1,0,0,3,8.31623
dn,Chr2,8347713,0.0782,91,1,FBgn0145065,scaffold1:hit:26585,FBpp0171554,1,0,0,1,3.57112
dn,Chr2,14489574,0.078,236,1,FBgn0132841,scaffold2.338,FBpp0159292,1,0,0,3,147.249
dn,Chr2,22489661,0.0779,340,3,FBgn0147212,scaffold1.903,FBpp0173707,1,0,0,5,40.3218
dn,Chr2,25010796,0.0778,189,3,FBgn0145960,scaffold1:hit:29615,FBpp0172450,1,0,0,4,28.9518
dn,Chr2,21921198,0.0778,265,1,FBgn0147237,scaffold1.875,FBpp0173732,1,0,0,5,22.6654
dn,Chr2,20548231,0.0778,312,2,FBgn0147315,scaffold1.1074,FBpp0173810,1,0,0,1,23.8712
dn,Chr2,11874134,0.0778,204,3,FBgn0145274,scaffold2.560,FBpp0171763,1,0,0,2,12.2452
dn,Chr2,32470618,0.0776,245,4,FBgn0146650,scaffold5.94,FBpp0173142,0,1,0,3,69.6227
dn,Chr2,33994180,0.0775,335,2,FBgn0146551,scaffold144:hit:319902,FBpp0173043,0,1,0,5,264.81
dn,Chr2,4336962,0.0775,1086,7,FBgn0144803,scaffold_1_2.235,FBpp0171291,1,0,0,5,85.833
dn,Chr2,8329932,0.0774,135,1,FBgn0133178,scaffold1.369,FBpp0159631,1,0,0,4,726.22
dn,Chr2,6611703,0.0772,42,2,FBgn0133304,scaffold1:hit:27847,FBpp0159757,1,0,0,2,511.87
dn,Chr2,6052728,0.0772,537,8,FBgn0144928,scaffold1.594,FBpp0171416,1,0,0,0,0
dn,Chr2,13105505,0.077,331,2,FBgn0132917,scaffold2.468,FBpp0159368,1,0,0,5,23.1838
dn,Chr2,19312435,0.0768,237,1,FBgn0145636,scaffold2.188,FBpp0172126,1,0,0,3,22.2073
dn,Chr2,28564768,0.0767,388,5,FBgn0146850,scaffold2.98,FBpp0173344,1,0,0,4,25.3117
dn,Chr2,18589615,0.0764,303,2,FBgn0145609,scaffold1.1196,FBpp0172099,1,0,0,1,11.8947
dn,Chr2,21030036,0.0763,391,3,FBgn0147284,scaffold1.1117,FBpp0173779,1,0,0,0,0
dn,Chr2,14211145,0.0762,291,1,FBgn0145403,scaffold2.355,FBpp0171892,1,0,0,1,7.67228
dn,Chr2,10340122,0.0761,1497,4,FBgn0145167,scaffold1.1392,FBpp0171656,1,0,0,3,119.213
dn,Chr2,9151223,0.0761,688,1,FBgn0145096,scaffold1.831,FBpp0171585,1,0,0,5,12.9032
dn,Chr2,25186534,0.076,478,5,FBgn0145969,scaffold_1_2.250,FBpp0172459,1,0,0,5,25.8806
dn,Chr2,3286645,0.076,396,9,FBgn0133524,scaffold_1_2.126,FBpp0159978,0,0,0,4,13.4504
dn,Chr2,33859135,0.0758,186,4,FBgn0146479,scaffold5.214,FBpp0172971,0,1,0,5,350.44
dn,Chr2,19726700,0.0758,1430,11,FBgn0145676,scaffold2.253,FBpp0172166,1,0,0,4,11.3756
dn,Chr2,22990349,0.0757,478,2,FBgn0147167,scaffold1.243,FBpp0173662,1,0,0,3,13.6644
dn,Chr2,18587253,0.0756,240,2,FBgn0145608,scaffold1.1195,FBpp0172098,1,0,0,1,377.864
dn,Chr2,16642357,0.0756,377,2,FBgn0147549,scaffold8:hit:90187,FBpp0174045,1,0,0,5,6.63028
dn,Chr2,22641378,0.0755,182,3,FBgn0147189,scaffold1.945,FBpp0173684,1,0,0,3,2.63383
dn,Chr2,27481922,0.0754,468,1,FBgn0146926,scaffold1.209,FBpp0173420,1,0,0,2,9.4359
dn,Chr2,21536865,0.0754,337,3,FBgn0147245,scaffold1.1159,FBpp0173740,1,0,0,0,0
dn,Chr2,32732841,0.0753,420,2,FBgn0146411,scaffold5.116,FBpp0172902,0,1,0,3,37.861
dn,Chr2,21016404,0.0753,893,5,FBgn0147286,scaffold1.1114,FBpp0173781,1,0,0,1,2.02292
dn,Chr2,16671268,0.0753,2088,12,FBgn0147547,scaffold8.148,FBpp0174043,1,0,0,5,8.4605
dn,Chr2,3705654,0.0753,401,1,FBgn0144751,scaffold_1_2.156,FBpp0171239,0,0,0,1,32.3654
dn,Chr2,32381038,0.0752,304,1,FBgn0146657,scaffold5:hit:71212,FBpp0173149,0,1,0,5,17.6765
dn,Chr2,15542819,0.0752,735,5,FBgn0145473,scaffold2.30,FBpp0171963,1,0,0,5,10.6017
dn,Chr2,10859822,0.0752,402,1,FBgn0133039,scaffold1.1446,FBpp0159491,1,0,0,3,53.6883
dn,Chr2,3181753,0.0752,409,3,FBgn0133535,scaffold_1_2.119,FBpp0159989,0,0,0,2,8.79775
dn,Chr2,32063235,0.075,615,4,FBgn0146375,scaffold5.60,FBpp0172866,0,1,0,4,6.1204
dn,Chr2,33992722,0.0749,874,5,FBgn0146552,scaffold144.3,FBpp0173044,0,1,0,5,59.8242
dn,Chr2,31799255,0.0749,213,1,FBgn0146683,scaffold5:hit:70878,FBpp0173176,0,1,0,5,21.6938
dn,Chr2,11403164,0.0749,816,5,FBgn0145246,scaffold52.33,FBpp0171735,1,0,0,3,2.95729
dn,Chr2,4635554,0.0748,99,1,FBgn0133433,scaffold1.731,FBpp0159886,1,0,0,1,1.9321
dn,Chr2,31108492,0.0746,275,5,FBgn0146340,scaffold5:hit:70609,FBpp0172831,0,1,0,4,4.44437
dn,Chr2,11741775,0.0745,77,1,FBgn0132985,scaffold2.577,FBpp0159437,1,0,0,2,3.91877
dn,Chr2,29943563,0.0743,292,3,FBgn0146784,scaffold1.1280,FBpp0173278,1,0,0,2,2.87987
dn,Chr2,29405488,0.0741,543,2,FBgn0146247,scaffold1.1237,FBpp0172738,1,0,0,5,5.4082
dn,Chr2,33928786,0.0739,792,6,FBgn0146491,scaffold5.228,FBpp0172983,0,1,0,5,35.0108
dn,Chr2,27926703,0.0738,301,2,FBgn0146902,scaffold1.987,FBpp0173396,1,0,0,5,13.8325
dn,Chr2,1455262,0.0738,346,4,FBgn0144660,scaffold_1_2.10,FBpp0171148,0,0,0,0,0
dn,Chr2,23975104,0.0737,411,2,FBgn0147110,scaffold1.319,FBpp0173604,1,0,0,2,3.6598
dn,Chr2,22948777,0.0733,169,3,FBgn0145863,scaffold1.238,FBpp0172353,1,0,0,2,14.0788
dn,Chr2,16962140,0.0733,600,2,FBgn0147535,scaffold8.124,FBpp0174030,1,0,0,1,5.11861
dn,Chr2,26427272,0.0731,213,4,FBgn0146055,scaffold1.118,FBpp0172545,1,0,0,0,0
dn,Chr2,20690807,0.0731,514,2,FBgn0147308,scaffold1.1083,FBpp0173803,1,0,0,5,20.0142
dn,Chr2,13011566,0.073,347,2,FBgn0145318,scaffold2.486,FBpp0171807,1,0,0,2,10.564
dn,Chr2,12914396,0.073,363,4,FBgn0145312,scaffold2.500,FBpp0171801,1,0,0,4,23.9629
dn,Chr2,12216755,0.0726,853,7,FBgn0132953,scaffold2.528,FBpp0159404,1,0,0,4,13.9847
dn,Chr2,14117252,0.0725,759,7,FBgn0145398,scaffold2.363,FBpp0171887,1,0,0,5,21.3498
dn,Chr2,13265695,0.0725,535,7,FBgn0145340,scaffold2.449,FBpp0171829,1,0,0,3,2.33872
dn,Chr2,8648948,0.0725,518,4,FBgn0133173,scaffold1.361,FBpp0159626,1,0,0,5,11.4705
dn,Chr2,15531558,0.0724,281,2,FBgn0147595,scaffold2.33,FBpp0174092,1,0,0,5,32.524
dn,Chr2,14136509,0.0724,1382,7,FBgn0145399,scaffold2.362,FBpp0171888,1,0,0,1,5.43754
dn,Chr2,5982244,0.0724,581,3,FBgn0133344,scaffold1.611,FBpp0159797,1,0,0,2,6.2808
dn,Chr2,29511137,0.0722,246,3,FBgn0146801,scaffold1.1250,FBpp0173295,1,0,0,2,1.3029
dn,Chr2,17391024,0.0721,475,3,FBgn0147489,scaffold8.73,FBpp0173984,1,0,0,5,41.5792
dn,Chr2,26246645,0.072,353,2,FBgn0146049,scaffold1.103,FBpp0172539,1,0,0,5,34.281
dn,Chr2,8691276,0.072,153,1,FBgn0133172,scaffold1:hit:26581,FBpp0159625,1,0,0,5,273.65
dn,Chr2,28981158,0.0719,263,2,FBgn0146830,scaffold2.131,FBpp0173324,1,0,0,4,4.60497
dn,Chr2,13732882,0.0719,1051,10,FBgn0145375,scaffold2.395,FBpp0171864,1,0,0,5,10.0049
dn,Chr2,33954282,0.0718,535,2,FBgn0146495,scaffold5.233,FBpp0172987,0,1,0,5,31.5714
dn,Chr2,33457497,0.0718,316,2,FBgn0146595,scaffold5.178,FBpp0173087,0,1,0,5,4.23108
dn,Chr2,24200739,0.0717,284,2,FBgn0147101,scaffold305.5,FBpp0173595,1,0,0,1,205.142
dn,Chr2,23044622,0.0716,271,2,FBgn0147162,scaffold1.249,FBpp0173657,1,0,0,3,41.641
dn,Chr2,5222986,0.0715,132,1,FBgn0133386,scaffold1.671,FBpp0159839,1,0,0,2,21.5733
